seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	
6.26    	-19.63  	1.53    	22.82   	-0.07   	2.03    	8.69    	3.63    	-       	
6.28    	-19.63  	1.48    	22.82   	-0.07   	2.03    	8.69    	3.64    	-       	
6.29    	-19.53  	1.37    	22.91   	-0.07   	2.03    	8.69    	3.68    	-       	
6.31    	-19.64  	1.25    	22.82   	-0.07   	2.03    	8.69    	3.72    	-       	
6.32    	-19.84  	1.22    	22.63   	-0.08   	2.03    	8.69    	3.69    	-       	
6.34    	-20.17  	1.29    	22.33   	-0.08   	2.03    	8.69    	3.71    	-       	
6.36    	-20.70  	1.34    	21.85   	-0.08   	2.03    	8.69    	3.71    	-       	
6.37    	-20.73  	1.34    	21.82   	-0.08   	2.03    	8.69    	3.73    	-       	
6.39    	-20.78  	1.36    	21.78   	-0.08   	2.03    	8.69    	3.73    	-       	
6.41    	-20.66  	1.26    	21.88   	-0.08   	2.03    	8.69    	3.74    	-       	
6.42    	-19.85  	2.81    	22.63   	-0.08   	2.03    	8.69    	3.78    	-       	
6.44    	-18.50  	4.22    	23.75   	-0.08   	2.03    	8.69    	3.70    	-       	
6.45    	-18.34  	4.11    	23.86   	-0.08   	2.03    	8.69    	3.63    	-       	
6.47    	-18.34  	4.07    	23.86   	-0.08   	2.03    	8.69    	3.71    	-       	
6.49    	-18.55  	4.12    	23.71   	-0.08   	2.03    	8.69    	3.72    	-       	
6.50    	-18.52  	4.06    	23.73   	-0.07   	2.03    	8.69    	3.78    	-       	
6.52    	-18.97  	4.18    	23.39   	-0.07   	2.03    	8.69    	3.74    	-       	
6.54    	-19.41  	4.55    	23.02   	-0.07   	2.03    	8.69    	3.71    	-       	
6.56    	-18.13  	5.22    	24.02   	-0.07   	2.03    	8.69    	3.77    	-       	
6.57    	0.00    	0.00    	0.00    	-0.07   	2.04    	8.69    	3.88    	-       	
6.59    	0.00    	0.00    	0.00    	-0.06   	2.04    	8.68    	3.81    	-       	
6.61    	0.00    	0.00    	0.00    	-0.06   	2.04    	8.68    	3.80    	-       	
6.62    	0.00    	0.00    	0.00    	-0.06   	2.05    	8.68    	3.81    	-       	
6.64    	0.00    	0.00    	0.00    	-0.05   	2.05    	8.68    	3.78    	-       	
6.66    	0.00    	0.00    	0.00    	-0.05   	2.06    	8.68    	3.68    	-       	
6.67    	0.00    	0.00    	0.00    	-0.05   	2.06    	8.67    	3.78    	-       	
6.69    	0.00    	0.00    	0.00    	-0.04   	2.06    	8.67    	3.76    	-       	
6.71    	0.00    	0.00    	0.00    	-0.04   	2.07    	8.66    	3.77    	-       	
6.73    	0.00    	0.00    	0.00    	-0.04   	2.07    	8.66    	3.74    	-       	
6.75    	0.00    	0.00    	0.00    	-0.03   	2.07    	8.66    	3.76    	-       	
6.76    	0.00    	0.00    	0.00    	-0.03   	2.07    	8.65    	3.74    	-       	
6.78    	0.00    	0.00    	0.00    	-0.03   	2.07    	8.65    	3.74    	-       	
6.79    	0.00    	0.00    	0.00    	-0.03   	2.07    	8.65    	3.74    	-       	
6.81    	0.00    	0.00    	0.00    	-0.03   	2.07    	8.65    	3.73    	-       	
6.83    	0.00    	0.00    	0.00    	-0.02   	2.08    	8.65    	3.81    	-       	
6.84    	0.00    	0.00    	0.00    	-0.02   	2.08    	8.65    	3.80    	-       	
6.86    	0.00    	0.00    	0.00    	-0.02   	2.08    	8.64    	3.78    	-       	
6.88    	0.00    	0.00    	0.00    	-0.02   	2.08    	8.64    	3.82    	-       	
6.90    	0.00    	0.00    	0.00    	-0.02   	2.08    	8.64    	3.86    	-       	
6.92    	-9.38   	19.13   	34.82   	-0.02   	2.08    	8.64    	3.77    	-       	
6.94    	-4.45   	16.73   	35.49   	-0.02   	2.08    	8.64    	3.85    	-       	
6.96    	-1.80   	15.92   	35.65   	-0.02   	2.08    	8.64    	3.93    	-       	
6.98    	0.40    	14.46   	35.68   	-0.02   	2.08    	8.64    	3.93    	-       	
6.99    	-2.01   	13.50   	35.64   	-0.01   	2.08    	8.64    	3.96    	-       	
7.01    	-1.62   	14.13   	35.65   	-0.01   	2.08    	8.64    	3.95    	-       	
7.02    	-1.52   	14.07   	35.65   	-0.01   	2.08    	8.65    	3.95    	-       	
7.04    	-0.75   	13.90   	35.68   	-0.01   	2.08    	8.65    	4.01    	-       	
7.06    	-0.91   	13.54   	35.67   	-0.01   	2.08    	8.65    	4.03    	-       	
7.08    	-1.62   	13.79   	35.65   	-0.01   	2.08    	8.65    	3.97    	-       	
7.09    	-0.78   	13.47   	35.67   	-0.00   	2.08    	8.65    	4.01    	-       	
7.11    	-0.50   	13.88   	35.68   	-0.00   	2.08    	8.65    	4.01    	-       	
7.12    	1.31    	14.58   	35.65   	-0.00   	2.07    	8.65    	4.03    	-       	
7.13    	2.61    	13.22   	35.61   	0.00    	2.07    	8.66    	4.02    	-       	
7.16    	3.29    	12.89   	35.56   	0.00    	2.07    	8.66    	0.00    	-       	
7.17    	4.75    	12.14   	35.43   	0.01    	2.07    	8.66    	0.00    	-       	
7.19    	6.33    	11.34   	35.25   	0.01    	2.07    	8.66    	0.00    	-       	
7.21    	7.23    	10.89   	35.12   	0.01    	2.07    	8.67    	0.00    	-       	
7.22    	10.58   	5.96    	28.17   	0.02    	2.07    	8.67    	4.10    	-       	
7.24    	10.86   	5.50    	28.07   	0.02    	2.07    	8.67    	4.12    	-       	
7.25    	10.60   	6.11    	28.17   	0.03    	2.07    	8.67    	4.20    	-       	
7.27    	11.00   	5.56    	28.02   	0.03    	2.06    	8.67    	4.14    	-       	
7.30    	10.66   	6.17    	28.15   	0.03    	2.06    	8.67    	4.17    	-       	
7.31    	13.89   	6.38    	26.72   	0.04    	2.06    	8.67    	4.07    	-       	
7.33    	0.00    	0.00    	0.00    	0.05    	2.06    	8.67    	4.10    	-       	
7.34    	17.09   	5.71    	24.79   	0.05    	2.05    	8.67    	4.19    	-       	
7.36    	19.93   	5.54    	22.55   	0.06    	2.05    	8.67    	4.11    	-       	
7.38    	21.92   	4.75    	20.63   	0.07    	2.05    	8.67    	4.07    	-       	
7.39    	23.71   	4.57    	18.54   	0.07    	2.05    	8.67    	4.18    	-       	
7.41    	25.40   	3.25    	16.16   	0.07    	2.05    	8.67    	3.98    	-       	
7.43    	25.49   	2.67    	16.01   	0.08    	2.05    	8.66    	4.14    	-       	
7.44    	25.26   	3.23    	16.39   	0.08    	2.05    	8.66    	4.07    	-       	
7.46    	25.50   	2.76    	15.98   	0.09    	2.04    	8.66    	3.99    	-       	
7.48    	25.32   	2.90    	16.30   	0.09    	2.04    	8.66    	4.11    	-       	
7.49    	26.12   	3.41    	14.95   	0.09    	2.04    	8.65    	4.05    	-       	
7.51    	26.36   	3.79    	14.56   	0.09    	2.04    	8.65    	4.00    	-       	
7.53    	25.80   	3.36    	15.49   	0.10    	2.04    	8.65    	3.89    	-       	
7.55    	25.97   	3.47    	15.21   	0.10    	2.04    	8.65    	3.92    	-       	
7.57    	27.08   	3.24    	13.13   	0.10    	2.04    	8.65    	3.92    	-       	
7.59    	28.29   	2.64    	10.26   	0.10    	2.04    	8.64    	3.94    	-       	
7.61    	28.70   	3.12    	9.10    	0.10    	2.04    	8.64    	3.86    	-       	
7.63    	29.52   	2.83    	5.98    	0.10    	2.04    	8.64    	3.89    	-       	
7.64    	29.47   	3.20    	6.18    	0.10    	2.04    	8.64    	3.91    	-       	
7.66    	28.90   	2.99    	8.48    	0.11    	2.04    	8.64    	3.98    	-       	
7.68    	28.88   	2.82    	8.57    	0.11    	2.04    	8.64    	3.94    	-       	
7.69    	28.86   	2.92    	8.64    	0.11    	2.04    	8.64    	4.01    	-       	
7.71    	28.87   	2.79    	8.60    	0.11    	2.04    	8.64    	4.04    	-       	
7.73    	28.89   	2.74    	8.50    	0.11    	2.04    	8.64    	4.00    	-       	
7.75    	28.80   	2.61    	8.84    	0.11    	2.04    	8.64    	3.99    	-       	
7.77    	28.99   	2.56    	8.12    	0.11    	2.04    	8.64    	4.07    	-       	
7.79    	29.20   	2.34    	7.28    	0.11    	2.04    	8.64    	4.08    	-       	
7.81    	29.38   	1.88    	6.55    	0.11    	2.04    	8.64    	4.08    	-       	
7.83    	29.32   	1.94    	6.81    	0.12    	2.04    	8.64    	4.07    	-       	
7.84    	29.49   	1.96    	6.11    	0.12    	2.04    	8.64    	4.03    	-       	
7.86    	29.64   	1.76    	5.29    	0.12    	2.04    	8.64    	4.09    	-       	
7.88    	29.60   	1.88    	5.53    	0.12    	2.04    	8.64    	4.06    	-       	
7.90    	29.57   	1.81    	5.73    	0.12    	2.04    	8.64    	4.08    	-       	
7.92    	29.59   	1.82    	5.61    	0.12    	2.04    	8.64    	4.07    	-       	
7.94    	29.53   	1.80    	5.94    	0.12    	2.04    	8.64    	4.12    	-       	
7.95    	29.33   	2.05    	6.75    	0.12    	2.04    	8.64    	4.18    	-       	
7.97    	29.28   	2.14    	6.96    	0.12    	2.04    	8.65    	4.07    	-       	
7.98    	29.28   	2.19    	6.94    	0.12    	2.04    	8.65    	4.19    	-       	
8.00    	29.29   	2.45    	6.93    	0.12    	2.03    	8.65    	4.13    	-       	
8.01    	29.05   	2.43    	7.89    	0.13    	2.03    	8.65    	3.99    	-       	
8.04    	29.07   	2.28    	7.78    	0.13    	2.03    	8.65    	4.09    	-       	
8.06    	29.23   	2.52    	7.17    	0.13    	2.03    	8.65    	3.97    	-       	
8.08    	29.24   	2.33    	7.12    	0.13    	2.03    	8.65    	4.10    	-       	
8.09    	28.36   	1.47    	10.08   	0.13    	2.03    	8.65    	4.22    	-       	
8.12    	21.00   	0.53    	12.41   	0.13    	2.03    	8.65    	4.19    	-       	
8.13    	25.28   	0.71    	14.42   	0.13    	2.03    	8.65    	4.22    	-       	
8.14    	25.03   	0.69    	14.75   	0.13    	2.03    	8.65    	4.18    	-       	
8.16    	25.26   	0.68    	14.33   	0.13    	2.03    	8.66    	4.26    	-       	
8.18    	22.85   	0.62    	14.60   	0.13    	2.03    	8.66    	4.13    	-       	
8.19    	20.83   	0.62    	15.99   	0.13    	2.03    	8.66    	4.01    	-       	
8.21    	20.19   	0.62    	16.07   	0.13    	2.03    	8.66    	0.00    	-       	
8.23    	18.75   	0.62    	16.23   	0.13    	2.03    	8.66    	0.00    	-       	
8.25    	18.21   	0.60    	16.44   	0.12    	2.03    	8.67    	0.00    	-       	
8.27    	17.49   	0.58    	17.17   	0.12    	2.03    	8.67    	0.00    	-       	
8.29    	16.72   	0.61    	18.00   	0.12    	2.03    	8.68    	0.00    	-       	
8.31    	16.24   	0.62    	19.04   	0.12    	2.03    	8.68    	0.00    	-       	
8.32    	15.58   	0.62    	20.04   	0.11    	2.03    	8.68    	0.00    	-       	
8.34    	12.82   	1.69    	27.23   	0.11    	2.03    	8.69    	4.27    	-       	
8.36    	12.46   	1.03    	27.14   	0.11    	2.03    	8.69    	4.25    	-       	
8.38    	13.46   	1.44    	26.92   	0.10    	2.03    	8.69    	4.31    	-       	
8.39    	12.83   	1.44    	27.22   	0.10    	2.03    	8.70    	4.34    	-       	
8.41    	13.18   	1.79    	27.06   	0.10    	2.03    	8.70    	4.35    	-       	
8.42    	10.92   	2.34    	28.05   	0.09    	2.03    	8.70    	4.30    	-       	
8.45    	11.61   	1.67    	27.80   	0.09    	2.03    	8.70    	4.20    	-       	
8.47    	10.10   	1.57    	28.35   	0.08    	2.03    	8.71    	4.35    	-       	
8.49    	8.58    	1.42    	28.87   	0.08    	2.03    	8.71    	4.36    	-       	
8.50    	5.50    	1.50    	29.61   	0.07    	2.03    	8.71    	4.34    	-       	
8.52    	3.15    	1.55    	29.96   	0.07    	2.03    	8.71    	4.48    	-       	
8.54    	2.95    	2.01    	29.98   	0.06    	2.03    	8.71    	4.27    	-       	
8.56    	2.03    	2.11    	30.03   	0.06    	2.04    	8.71    	0.00    	-       	
8.58    	1.62    	2.18    	30.05   	0.06    	2.04    	8.71    	0.00    	-       	
8.59    	0.87    	2.28    	30.09   	0.05    	2.04    	8.71    	0.00    	-       	
8.61    	0.56    	2.31    	30.10   	0.05    	2.04    	8.71    	0.00    	-       	
8.63    	0.07    	2.31    	30.13   	0.05    	2.04    	8.71    	0.00    	-       	
8.64    	-0.12   	2.28    	30.12   	0.05    	2.04    	8.71    	0.00    	-       	
8.66    	-0.51   	2.21    	30.10   	0.05    	2.04    	8.71    	0.00    	-       	
8.68    	-0.90   	2.19    	30.08   	0.04    	2.04    	8.71    	0.00    	-       	
8.70    	-1.09   	2.20    	30.08   	0.04    	2.04    	8.71    	0.00    	-       	
8.71    	2.06    	0.41    	20.27   	0.04    	2.04    	8.71    	3.49    	-       	
8.74    	4.06    	0.61    	27.31   	0.04    	2.04    	8.71    	3.88    	-       	
8.76    	1.98    	1.10    	30.03   	0.04    	2.04    	8.71    	4.34    	-       	
8.77    	2.21    	1.33    	30.02   	0.04    	2.04    	8.71    	4.31    	-       	
8.79    	2.16    	1.05    	30.02   	0.04    	2.04    	8.71    	4.10    	-       	
8.81    	2.56    	1.29    	30.00   	0.03    	2.04    	8.71    	4.03    	-       	
8.83    	2.78    	1.32    	29.99   	0.03    	2.03    	8.71    	3.98    	-       	
8.85    	2.85    	1.25    	29.99   	0.03    	2.03    	8.71    	3.98    	-       	
8.87    	2.78    	1.18    	29.99   	0.03    	2.03    	8.71    	3.89    	-       	
8.88    	2.54    	1.13    	30.00   	0.03    	2.03    	8.71    	3.82    	-       	
8.90    	2.74    	1.06    	29.99   	0.03    	2.03    	8.71    	3.96    	-       	
8.92    	2.81    	1.02    	29.99   	0.03    	2.03    	8.71    	3.88    	-       	
8.94    	2.75    	0.99    	29.99   	0.03    	2.03    	8.71    	3.89    	-       	
8.96    	0.79    	0.53    	25.31   	0.03    	2.03    	8.72    	3.91    	-       	
8.98    	0.04    	0.39    	20.35   	0.03    	2.03    	8.72    	3.87    	-       	
8.99    	0.17    	0.36    	19.02   	0.03    	2.03    	8.72    	3.82    	-       	
9.01    	0.04    	0.36    	19.00   	0.03    	2.03    	8.72    	3.85    	-       	
9.02    	0.10    	0.36    	19.05   	0.03    	2.03    	8.72    	3.80    	-       	
9.04    	0.17    	0.33    	18.20   	0.03    	2.03    	8.72    	3.90    	-       	
9.06    	0.13    	0.33    	18.35   	0.03    	2.03    	8.72    	3.84    	-       	
9.09    	0.10    	0.36    	18.80   	0.02    	2.03    	8.72    	3.78    	-       	
9.10    	-0.08   	0.33    	18.23   	0.02    	2.03    	8.72    	3.82    	-       	
9.12    	0.01    	0.30    	17.69   	0.02    	2.03    	8.72    	3.72    	-       	
9.14    	0.01    	0.33    	18.24   	0.02    	2.02    	8.72    	3.72    	-       	
9.16    	-0.05   	0.30    	17.64   	0.02    	2.02    	8.72    	3.67    	-       	
9.18    	-0.03   	0.31    	18.09   	0.02    	2.02    	8.72    	3.67    	-       	
9.20    	0.08    	0.31    	17.81   	0.02    	2.02    	8.73    	3.60    	-       	
9.21    	-0.01   	0.29    	16.96   	0.01    	2.02    	8.73    	3.64    	-       	
9.23    	0.05    	0.29    	16.86   	0.01    	2.02    	8.73    	3.66    	-       	
9.25    	0.06    	0.28    	16.58   	0.01    	2.01    	8.73    	3.66    	-       	
9.26    	0.39    	0.27    	15.73   	0.01    	2.01    	8.73    	3.64    	-       	
9.28    	0.15    	0.24    	14.23   	0.00    	2.01    	8.73    	3.60    	-       	
9.30    	-0.11   	0.20    	12.32   	0.00    	2.00    	8.73    	3.59    	-       	
9.32    	-0.36   	0.15    	11.63   	-0.00   	2.00    	8.73    	3.64    	-       	
9.33    	-0.57   	0.14    	10.84   	-0.00   	1.99    	8.73    	3.70    	-       	
9.35    	-0.57   	0.13    	10.48   	-0.01   	1.99    	8.73    	3.64    	-       	
9.37    	-0.63   	0.12    	10.18   	-0.01   	1.98    	8.73    	3.77    	-       	
9.38    	-0.53   	0.12    	9.97    	-0.01   	1.98    	8.73    	3.58    	-       	
9.40    	-0.49   	0.12    	10.05   	-0.01   	1.98    	8.73    	3.60    	-       	
9.42    	-0.45   	0.12    	10.07   	-0.02   	1.97    	8.73    	3.57    	-       	
9.43    	-0.50   	0.12    	10.13   	-0.02   	1.97    	8.73    	3.62    	-       	
9.45    	-0.50   	0.12    	10.15   	-0.02   	1.97    	8.73    	3.52    	-       	
9.46    	-0.49   	0.12    	10.18   	-0.02   	1.97    	8.73    	3.62    	-       	
9.48    	-0.51   	0.12    	10.22   	-0.02   	1.97    	8.73    	3.53    	-       	
9.50    	-0.49   	0.13    	10.27   	-0.02   	1.97    	8.73    	3.65    	-       	
9.52    	-0.50   	0.13    	10.30   	-0.02   	1.97    	8.73    	3.62    	-       	
9.54    	-0.46   	0.13    	10.31   	-0.02   	1.97    	8.73    	3.52    	-       	
9.56    	-0.45   	0.13    	10.35   	-0.02   	1.97    	8.74    	3.46    	-       	
9.58    	-0.45   	0.13    	10.36   	-0.02   	1.97    	8.74    	3.52    	-       	
9.59    	-0.47   	0.13    	10.34   	-0.02   	1.97    	8.74    	3.59    	-       	
9.61    	-0.45   	0.13    	10.30   	-0.03   	1.97    	8.74    	3.59    	-       	
9.62    	-0.50   	0.13    	10.32   	-0.03   	1.97    	8.74    	3.58    	-       	
9.64    	-0.48   	0.13    	10.32   	-0.03   	1.97    	8.74    	3.59    	-       	
9.66    	-0.48   	0.13    	10.32   	-0.03   	1.97    	8.74    	3.58    	-       	
9.67    	-0.49   	0.13    	10.38   	-0.03   	1.97    	8.74    	3.45    	-       	
9.69    	-0.47   	0.13    	10.40   	-0.03   	1.97    	8.74    	3.43    	-       	
9.71    	-0.49   	0.13    	10.48   	-0.03   	1.97    	8.74    	3.34    	-       	
9.73    	-0.52   	0.13    	10.68   	-0.03   	1.98    	8.75    	0.00    	-       	
9.76    	-0.54   	0.14    	10.82   	-0.03   	1.98    	8.75    	0.00    	-       	
9.77    	-0.58   	0.14    	11.10   	-0.02   	1.99    	8.75    	0.00    	-       	
9.79    	-0.63   	0.15    	11.52   	-0.02   	2.00    	8.75    	0.00    	-       	
9.81    	-0.65   	0.16    	11.67   	-0.02   	2.00    	8.76    	0.00    	-       	
9.82    	-1.74   	0.40    	20.60   	-0.03   	2.00    	8.78    	3.39    	-       	
9.84    	-1.73   	0.41    	20.78   	-0.03   	2.01    	8.81    	3.41    	-       	
9.86    	-1.68   	0.40    	20.36   	-0.04   	2.01    	8.85    	3.25    	-       	
9.87    	-0.77   	0.38    	19.49   	-0.05   	2.01    	8.88    	3.23    	-       	
9.89    	-0.45   	0.38    	20.06   	-0.05   	2.01    	8.91    	3.21    	-       	
9.91    	-0.62   	0.38    	19.86   	-0.06   	2.01    	8.94    	3.16    	-       	
9.93    	-0.50   	0.37    	19.57   	-0.06   	2.02    	8.97    	3.21    	-       	
9.95    	-0.59   	0.37    	19.11   	-0.07   	2.02    	9.01    	3.16    	-       	
9.98    	-1.50   	0.38    	19.25   	-0.08   	2.02    	9.06    	3.09    	-       	
10.00   	-1.66   	0.39    	19.89   	-0.08   	2.02    	9.10    	3.10    	-       	
10.01   	-1.61   	0.39    	19.40   	-0.09   	2.03    	9.14    	3.10    	-       	
10.03   	-1.49   	0.38    	18.89   	-0.09   	2.03    	9.16    	3.10    	-       	
10.05   	-1.39   	0.37    	18.47   	-0.10   	2.03    	9.18    	3.10    	-       	
10.07   	-1.04   	0.36    	18.38   	-0.10   	2.03    	9.20    	2.98    	-       	
10.09   	-0.99   	0.37    	18.63   	-0.10   	2.03    	9.22    	2.98    	-       	
10.11   	-0.82   	0.35    	18.33   	-0.10   	2.03    	9.24    	3.01    	-       	
10.12   	-0.51   	0.36    	18.43   	-0.11   	2.03    	9.26    	2.98    	-       	
10.14   	-0.52   	0.34    	18.38   	-0.11   	2.03    	9.27    	2.95    	-       	
10.16   	-0.54   	0.34    	18.21   	-0.11   	2.03    	9.28    	2.98    	-       	
10.18   	-0.51   	0.35    	18.39   	-0.11   	2.03    	9.29    	3.05    	-       	
10.20   	-0.27   	0.34    	18.37   	-0.11   	2.03    	9.31    	3.05    	-       	
10.22   	-0.78   	0.31    	17.87   	-0.11   	2.03    	9.31    	3.07    	-       	
10.24   	-0.87   	0.32    	18.09   	-0.12   	2.03    	9.33    	3.09    	-       	
10.25   	-0.86   	0.30    	17.44   	-0.12   	2.03    	9.33    	3.06    	-       	
10.28   	-0.93   	0.31    	17.72   	-0.12   	2.03    	9.34    	3.09    	-       	
10.29   	-0.89   	0.30    	17.40   	-0.12   	2.03    	9.35    	3.11    	-       	
10.31   	-0.96   	0.30    	17.60   	-0.12   	2.03    	9.35    	3.04    	-       	
10.33   	-0.77   	0.25    	14.74   	-0.12   	2.03    	9.36    	3.20    	-       	
